"Time","robot.frame_tool.r_0[1]","robot.frame_tool.r_0[2]","robot.frame_tool.r_0[3]","robot.frame_tool.R.w[1]","robot.frame_tool.R.w[2]","robot.frame_tool.R.w[3]"
0,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.01,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.02,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.025000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.029999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.040000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.050000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.059999999999999998,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.070000000000000007,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.075000000000000011,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.080000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.089999999999999997,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.10000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.11,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.12,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.125,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.13,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.14000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.15000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.16,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.17000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.17500000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.17999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.19,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.20000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.20999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.22,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.22500000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.23000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.23999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.25,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.26000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.27000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.27500000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.28000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.28999999999999998,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.30000000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.31,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.32000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.32500000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.33000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.34000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.35000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.35999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.37,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.375,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.38,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.39000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.40000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.41000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.41999999999999998,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.42500000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.42999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.44,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.45000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.46000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.47000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.47500000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.47999999999999998,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.48999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.5,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.51000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.52000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.52500000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.53000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.54000000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.55000000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.56000000000000005,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.57000000000000006,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.57500000000000007,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.57999999999999996,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.58999999999999997,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.60000000000000009,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.60999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.62,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.625,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.63,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.64000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.65000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.66000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.67000000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.67500000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.68000000000000005,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.69000000000000006,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.70000000000000007,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.70999999999999996,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.71999999999999997,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.72500000000000009,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.72999999999999998,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.73999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.75,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.76000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.77000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.77500000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.78000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.79000000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.80000000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.81000000000000005,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.82000000000000006,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.82500000000000007,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.83000000000000007,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.83999999999999997,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.85000000000000009,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.85999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.87,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.875,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.88,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.89000000000000001,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.90000000000000002,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.91000000000000003,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.92000000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.92500000000000004,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.93000000000000005,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.94000000000000006,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.95000000000000007,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.95999999999999996,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.96999999999999997,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.97500000000000009,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.97999999999999998,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
0.98999999999999999,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
1,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
1,1.18425,0.29069999995083656,0.060849999940376431,0,0,0
1.01,1.1842497331494897,0.29070059207572474,0.060849122040423857,2.9999999996706896e-10,-2.6251654480373378e-16,0.00039999999995886712
1.02,1.1842489325918339,0.29070236844904934,0.060846488341135117,2.3999999997890309e-09,-8.4000460315271042e-15,0.00079999999991435934
1.0250000000000001,1.1842483321675632,0.29070370072772383,0.060844513067228753,4.6874999995421735e-09,-2.5634849730876844e-14,0.00099999999988646736
1.03,1.184247598308658,0.29070532906679064,0.060842098844217436,8.0999999990267771e-09,-6.3787639615408758e-14,0.0011999999998496018
1.04,1.1842457302693397,0.29070947392224883,0.060835953552516073,1.9199999995771198e-08,-2.688000725034052e-13,0.0015999999997207187
1.05,1.184243328431005,0.29071480300604369,0.060828052470014826,3.7499999983703197e-08,-8.2031269526938579e-13,0.001999999999443336
1.0600000000000001,1.1842403927385321,0.29072131630611397,0.060818395601836155,6.4799999946507657e-08,-2.0412003876994305e-12,0.0023999999988790787
1.0700000000000001,1.1842369231245491,0.29072901380771687,0.060806982954241591,1.0289999984875946e-07,-4.4118376914490069e-12,0.0027999999978220698
1.075,1.1842349880725886,0.29073330662875241,0.060800618215431555,1.2656249975765827e-07,-6.2292484035933314e-12,0.0029999999970226655
1.0800000000000001,1.1842329195094361,0.2907378954934271,0.060793814534631965,1.5359999962239951e-07,-8.6016001619392609e-12,0.0031999999959854372
1.0900000000000001,1.1842283818013235,0.29074796134313596,0.060778890351548272,2.1869999914791878e-07,-1.5500362737868106e-11,0.0035999999929878044
1.1000000000000001,1.1842233098960933,0.29075921133405019,0.060762210414671947,2.9999999822936803e-07,-2.6249999898352049e-11,0.0039999999883397978
1.1100000000000001,1.1842177036773778,0.2907716454406909,0.060743774734825742,3.9929999656231195e-07,-4.2275887552860288e-11,0.0043999999814305383
1.1200000000000001,1.1842115630165622,0.29078526363489199,0.060723583323974178,5.1839999369384636e-07,-6.5318400049502683e-11,0.0047999999715141574
1.125,1.184208292226826,0.2907925167552905,0.060712829223472854,5.8593749161513748e-07,-8.0108642551744151e-11,0.0049999999651549661
1.1300000000000001,1.1842048877727833,0.29080006588579838,0.060701636195224756,6.5909998897379093e-07,-9.746441195006615e-11,0.0051999999576962741
1.1400000000000001,1.1841976777929291,0.29081605215986478,0.060677933362828534,8.2319998149618719e-07,-1.4117879882430333e-10,0.0055999999389205165
1.1500000000000001,1.1841899329116403,0.29083322242085358,0.060652474842181184,1.0124999700302062e-06,-1.9933593489359991e-10,0.0059999999139550095
1.1599999999999999,1.1841816529513109,0.29085157662983285,0.060625260649824007,1.2287999529395881e-06,-2.7525119478643991e-10,0.0063999998813788683
1.1699999999999999,1.1841728377220864,0.29087111474517413,0.060596290803445356,1.4738999280897562e-06,-3.7271245333212236e-10,0.0067999998395687367
1.175,1.1841682293189599,0.29088132775398373,0.06058114751583938,1.6078124119259833e-06,-4.3084349406992643e-10,0.0069999998146349288
1.1799999999999999,1.1841634870218658,0.29089183672255026,0.060565565321881343,1.7495998927416586e-06,-4.9601158425774401e-10,0.007199999786685232
1.1899999999999999,1.1841536006363016,0.29091374251493296,0.06053308422511755,2.0576998434315359e-06,-6.4997596103841168e-10,0.0075999997206594797
1.2000000000000002,1.1841431783388012,0.29093683207259008,0.060498847534290141,2.399999775835687e-06,-8.3999995794609247e-10,0.0079999996391796092
1.21,1.1841322198905242,0.290961105343083,0.060462855271687495,2.7782996846193135e-06,-1.0720764478242492e-09,0.0083999995396772283
1.22,1.1841207250403876,0.29098656227126363,0.060425107460751359,3.1943995632687276e-06,-1.3528283013550145e-09,0.0087999994193139822
1.2250000000000001,1.184114776382809,0.29099973458901146,0.060405575232299717,3.4171869888899253e-06,-1.5137071547803083e-09,0.0089999993503453966
1.23,1.1841086935250598,0.2910132027992714,0.060385604126079011,3.6500994039057514e-06,-1.6895398897661633e-09,0.0091999992749679932
1.24,1.1840961250689679,0.29104102686653027,0.060344345293424362,4.1471991970837277e-06,-2.0901885840344333e-09,0.0095999991032203885
1.25,1.1840830193842931,0.29107003440974499,0.060301330989700169,4.6874989315640749e-06,-2.5634762507968574e-09,0.009999998900341792
1.26,1.184069376170974,0.29110022536289815,0.06025656124297947,5.2727985940725504e-06,-3.1188607555897011e-09,0.010399998662278838
1.27,1.1840551951167047,0.29113159965724589,0.060210036082497802,5.9048981690343629e-06,-3.7665874630005553e-09,0.010799998384640647
1.2750000000000001,1.1840479027982711,0.29114773053513898,0.06018611523155102,6.2390604181189568e-06,-4.1285039010175537e-09,0.010999998229513093
1.28,1.1840404758969385,0.29116415722131472,0.060161755538655007,6.5855976382872401e-06,-4.5177207328595892e-09,0.011199998062685361
1.29,1.1840252181748849,0.29119789798089735,0.060111719643017467,7.3166969807715253e-06,-5.3841754224373826e-09,0.011599997691306603
1.3,1.1840094216015131,0.29123282185904847,0.060059928428319947,8.0999961721965257e-06,-6.3787483851006653e-09,0.011999997265020013
1.3100000000000001,1.1839930858155514,0.29126892877608085,0.060006381928468085,8.9372951846820914e-06,-7.5151499684532799e-09,0.012399996777949722
1.3200000000000001,1.1839762104434872,0.29130621864956074,0.05995108017854061,9.8303939863746739e-06,-8.8080355141218308e-09,0.012799996223814867
1.3250000000000002,1.1839675702925974,0.29132530716845578,0.059922771096081962,1.0298430797032453e-05,-9.5180057143817093e-09,0.012999995919521404
1.3300000000000001,1.1839587950995691,0.29134469139430336,0.059894023214791627,1.0781092541036909e-05,-1.0273036854405923e-08,0.013199995595916095
1.3400000000000001,1.1839408393858051,0.29138434692236831,0.059835211074653318,1.1791190807609824e-05,-1.1926793819660398e-08,0.013599994887122043
1.3500000000000001,1.1839223428919665,0.29142518514305471,0.059774643796738053,1.2862488739746878e-05,-1.3786985722571602e-08,0.013999994089855868
1.3600000000000001,1.1839033051955861,0.29146720596289638,0.059712321420841472,1.3996786285318877e-05,-1.5872362869189209e-08,0.014399993196081713
1.3700000000000001,1.1838837258619603,0.29151040928565625,0.05964824398794473,1.5195883385888852e-05,-1.8202778050731033e-08,0.01479999219729124
1.375,1.1838737329419893,0.29153245435479769,0.059615547138252893,1.5820294249175563e-05,-1.946638811586179e-08,0.014999991655723501
1.3800000000000001,1.1838636044441488,0.2915547950123219,0.05958241154021765,1.6461579976156141e-05,-2.0799218045204322e-08,0.015199991084490112
1.3900000000000001,1.183842940482976,0.29160036304109926,0.05951482412102143,1.7795675983368671e-05,-2.3683835113217027e-08,0.015599989848184496
1.4000000000000001,1.183821733507032,0.29164711326740794,0.059445481774911303,1.9199971326702668e-05,-2.6879978493168532e-08,0.015999988478367578
1.4099999999999999,1.1837999830326729,0.29169504558387471,0.05937438454763988,2.0676265916608692e-05,-3.041222590361043e-08,0.016399986964506025
1.4199999999999999,1.183777688564021,0.29174415988032815,0.059301532486160144,2.2226359654123615e-05,-3.4306415036715126e-08,0.016799985295526558
1.425,1.1837663371735287,0.2917691602358547,0.05926444840759397,2.3029643669556981e-05,-3.6397664304085131e-08,0.016999984399256221
1.4299999999999999,1.1837548495929671,0.29179445604379256,0.059226925638628553,2.38520524301468e-05,-3.8589675056278334e-08,0.017199983459802365
1.4399999999999999,1.1837314655991713,0.29184593395848168,0.059150564054408231,2.5555144124680674e-05,-4.3290458090263702e-08,0.01759998144513969
1.4500000000000002,1.1837075360500622,0.29189859350579267,0.059072447784072349,2.7337434606033893e-05,-4.843857073608436e-08,0.017999979238764251
1.46,1.1836830604008397,0.29195243456429909,0.058992576879407496,2.9200723729986515e-05,-5.4065205545641436e-08,0.01839997682730779
1.47,1.1836580380944741,0.29200745700974523,0.058910951393417177,3.1146811338916999e-05,-6.0202972529131666e-08,0.018799974196794592
1.4750000000000001,1.1836453217674476,0.29203541121296517,0.058869480699322178,3.2151467022103693e-05,-6.3474116546399342e-08,0.018999972794854866
1.48,1.1836324685617097,0.29206366071503836,0.058827571380325329,3.3177497260888584e-05,-6.6885930636833137e-08,0.019199971332627932
1.49,1.1836063512210626,0.29212104555024254,0.058742436895579966,3.5294581308695873e-05,-7.4149619274360556e-08,0.019599968219576637
1.5,1.1835796854788239,0.2921796113825712,0.058655547995856767,3.7499863278869472e-05,-8.2031089775036027e-08,0.019999964841761527
1.51,1.1835524707290612,0.29223935807638046,0.058566904739063029,3.9795142950638679e-05,-9.0568936903077704e-08,0.020399961182641979
1.52,1.1835247063536163,0.29230028549316112,0.05847650718434147,4.2182220084850589e-05,-9.9803330350282326e-08,0.020799957225002375
1.5250000000000001,1.183510617859747,0.29233119192859625,0.058430650564078666,4.3410745120335061e-05,-1.0469472336500595e-07,0.020999955128669787
1.53,1.1834963917221109,0.29236239349153159,0.058384355392074101,4.466289442284544e-05,-1.0977604621576765e-07,0.021199952950938634
1.54,1.1834675261919434,0.29242568192723023,0.058290449423886302,4.7238965685286704e-05,-1.2053049851124594e-07,0.021599948341844748
1.55,1.1834381091082935,0.29249015065310752,0.058194789342650863,4.9912233570945556e-05,-1.3211177063889127e-07,0.021999943378399202
1.5600000000000001,1.1834081398041219,0.29255579951911814,0.05809737521249228,5.268449775543834e-05,-1.4456664688947415e-07,0.022399938040551529
1.5700000000000001,1.18337761760017,0.2926226283723129,0.057998207098790833,5.5557557889916762e-05,-1.5794364392777293e-07,0.022799932307508861
1.5750000000000002,1.1833621489451684,0.2926564852455118,0.057947965318887323,5.7032448822362582e-05,-1.6499358064343774e-07,0.022999929286085279
1.5800000000000001,1.1833465418049638,0.29269063705683063,0.057897285068186997,5.8533213599709138e-05,-1.7229304227997304e-07,0.023199926157722327
1.5900000000000001,1.1833149117148134,0.29275982541388945,0.057794609188585998,6.1613264482912684e-05,-1.8766691783082823e-07,0.023599919568873633
1.6000000000000001,1.1832827266138144,0.29283019328177873,0.057690179529161986,6.4799510108935277e-05,-2.0411917329238214e-07,0.023999912517861568
1.6100000000000001,1.1832499857738503,0.2929017404958501,0.057583996160362826,6.809375001698618e-05,-2.2170556970232934e-07,0.024399904980788461
1.6200000000000001,1.1832166884545923,0.29297446688850887,0.057476059153914696,7.1497783714514601e-05,-2.4048375790947501e-07,0.024799896932946736
