"Time","physicsRun.physics.frame_a.r_0[1]","physicsRun.physics.frame_a.r_0[2]","physicsRun.physics.frame_a.r_0[3]","physicsRun.physics.frame_a.R.w[1]","physicsRun.physics.frame_a.R.w[2]","physicsRun.physics.frame_a.R.w[3]"
0,0,0,1,0,0,0
0.025000000000000001,1.7142128263929321e-22,2.7573159014122927e-21,0.99693542187481776,-4.7651014103726224e-18,5.2736892038413389e-19,-2.8727153556391602e-20
0.050000000000000003,6.8581955760253095e-22,1.1029482744087277e-20,0.98774168749980162,-9.5303411990423969e-18,1.0547376756611764e-18,-5.748907299982616e-20
0.075000000000000011,1.5430343653731327e-21,2.4816742155466517e-20,0.9724187968747916,-1.4295851542608041e-17,1.5821061140148156e-18,-8.6253077145045606e-20
0.10000000000000001,2.742848909402971e-21,4.4119025656638245e-20,0.95096674999978437,-1.9061234922073686e-17,2.109474708042477e-18,-1.1493836937668827e-19
0.125,4.3436443998948943e-21,6.89367999630788e-20,0.92338554687477936,-2.382669155093792e-17,2.6368432171120528e-18,-1.4361477505087491e-19
0.15000000000000002,6.4182170412772262e-21,9.9270633331600086e-20,0.88967518749977392,-2.8592358880999555e-17,3.1642114747311226e-18,-1.7234468271486745e-19
0.17500000000000002,8.9254335818564561e-21,1.3512020467059223e-19,0.8498356718747696,-3.3358159245579646e-17,3.6915795749756705e-18,-2.0109283992882416e-19
0.20000000000000001,1.1865294021632589e-20,1.764855139800552e-19,0.8038669999997663,-3.8124092644678218e-17,4.2189475178456975e-18,-2.2985924669274503e-19
0.22500000000000001,1.5237798360605622e-20,2.2336656125998909e-19,0.751769171874764,-4.2890159078295258e-17,4.7463153033412034e-18,-2.5864390300663003e-19
0.25,2.0242358536583795e-20,2.7576251083998765e-19,0.69354218749976082,-4.7655918166973775e-17,5.4093487066524999e-18,-2.874097643435889e-19
0.27500000000000002,2.6196729604974905e-20,3.3367383806291854e-19,0.62918604687475777,-5.2421620405684479e-17,6.1308788366253878e-18,-3.1617790223075831e-19
0.30000000000000004,3.3046375154953567e-20,3.9710058092612299e-19,0.55870074999975494,-5.7187285818169202e-17,6.9047370666041706e-18,-3.449500010565238e-19
0.32500000000000001,4.0791295186519776e-20,4.6604273942960071e-19,0.48208629687475263,-6.1952914404427932e-17,7.730923396588849e-18,-3.7372606082088517e-19
0.32876959436914843,4.2036777263967151e-20,4.7691661447064971e-19,0.47000231630109174,-6.2671490676761928e-17,7.860038863520932e-18,-3.7806536738513068e-19
0.32876959436914843,4.2036777263967151e-20,4.7691661447064971e-19,0.47000231630109174,-6.2671490676761928e-17,7.860038863520932e-18,-3.7806536738513068e-19
0.32877103124465795,2.3899266191705273e-19,-1.4378470586998829e-18,0.46999768362269784,9.9903710049030441e-11,1.0282523155279761e-11,6.0173428668118465e-13
0.32877103124465795,2.3899266191705273e-19,-1.4378470586998829e-18,0.46999768362269784,9.9903710049030441e-11,1.0282523155279761e-11,6.0173428668118465e-13
0.33204683385679767,1.3512694480516235e-06,-9.9026713472363032e-09,0.45975158798289512,1.7779843738130348e-05,0.0034319378160340341,1.6975593486983612e-08
0.33204683385679767,1.3512694480516235e-06,-9.9026713472363032e-09,0.45975158798289512,1.7779843738130348e-05,0.0034319378160340341,1.6975593486983612e-08
0.33204683766892995,1.3512752486571698e-06,-9.9027021216643222e-09,0.45975157705418446,1.7779872390697409e-05,0.0034319473458384289,1.6975541978478735e-08
0.33204683766892995,1.3512752486571698e-06,-9.9027021216643222e-09,0.45975157705418446,1.7779872390697409e-05,0.0034319473458384289,1.6975541978478735e-08
0.33204689174733742,1.3513575370509699e-06,-9.9031386891202578e-09,0.45975142202135327,1.7780278863493562e-05,0.0034320825359298291,1.6974811320845748e-08
0.33204689174733742,1.3513575370509699e-06,-9.9031386891202578e-09,0.45975142202135327,1.7780278863493562e-05,0.0034320825359298291,1.6974811320845748e-08
0.33204689555987466,1.3513633385321517e-06,-9.9031694676203281e-09,0.45975141109154366,1.7780307521183166e-05,0.0034320920669713502,1.6974759813412602e-08
0.33204689555987466,1.3513633385321517e-06,-9.9031694676203281e-09,0.45975141109154366,1.7780307521183166e-05,0.0034320920669713502,1.6974759813412602e-08
0.3320471458261085,1.3517442018585677e-06,-9.9051899737887518e-09,0.45975069363526788,1.7782190046073703e-05,0.0034327177418676624,1.6971383023013458e-08
0.3320471458261085,1.3517442018585677e-06,-9.9051899737887518e-09,0.45975069363526788,1.7782190046073703e-05,0.0034327177418676624,1.6971383023013458e-08
0.33204714964021292,1.3517500068639188e-06,-9.9052207684673251e-09,0.45975068270123698,1.7782218761876642e-05,0.0034327272777129581,1.6971331642497622e-08
0.33204714964021292,1.3517500068639188e-06,-9.9052207684673251e-09,0.45975068270123698,1.7782218761876642e-05,0.0034327272777129581,1.6971331642497622e-08
0.33204720375518026,1.3518323707397183e-06,-9.9056576925076987e-09,0.45975052756832585,1.7782626300765075e-05,0.0034328625747378442,1.6970603020417328e-08
0.33204720375518026,1.3518323707397183e-06,-9.9056576925076987e-09,0.45975052756832585,1.7782626300765075e-05,0.0034328625747378442,1.6970603020417328e-08
0.33204720756990302,1.3518381769460078e-06,-9.9056884929829519e-09,0.45975051663258426,1.778265503883446e-05,0.00343287211232295,1.6970551688045441e-08
0.33204720756990302,1.3518381769460078e-06,-9.9056884929829519e-09,0.45975051663258426,1.778265503883446e-05,0.00343287211232295,1.6970551688045441e-08
0.3320484487713633,1.3537282562853021e-06,-9.9157128935955016e-09,0.45974695867159432,1.7792161597452743e-05,0.0034359761303343409,1.6954355318160452e-08
